1	1	41057	0	0
2	1	3678	10352	0
3	1	2255	11356	0
4	1	2815	12004	0
5	1	5047	12792	0
6	1	3961	14140	0
7	1	8726	15216	0
8	1	1998	17484	0
9	1	32353	18068	0
10	1	3205	26248	0
11	1	25505	27136	0
12	1	47958	33604	0
13	1	6861	45684	0
14	1	22796	47484	0
15	1	2173	53272	0
16	1	11231	53900	0
17	1	3675	56796	0
18	1	1456	57800	0
19	1	1485	58248	0
20	1	14394	58704	0
21	1	22972	62392	0
22	1	10019	68224	0
23	1	23297	70820	0
24	1	12196	76736	0
25	1	23743	79876	0
26	1	23676	85900	0
27	1	7329	91908	0
28	1	1718	93828	0
29	1	5852	94344	0
30	1	1491	95892	0
31	1	13734	96352	0
32	1	4262	99876	0
33	1	4185	101028	0
34	1	1358	102160	0
35	1	2680	102584	0
36	1	24826	103340	0
37	1	3678	109636	0
38	1	3553	110640	0
39	1	2399	111616	0
40	1	3814	112300	0
41	1	5235	113340	0
42	1	14628	114736	0
43	1	11834	118484	0
44	1	20017	121532	0
45	1	13678	126628	0
46	1	1843	130136	0
47	1	2617	130684	0
48	1	2947	131424	0
49	1	3769	132248	0
50	1	5202	133276	0
51	1	18610	134664	0
52	1	9580	139408	0
53	1	1325	141888	0
54	1	5516	142304	0
55	1	46296	143768	0
56	1	10546	155432	0
57	1	6145	158160	0
58	1	1274	159784	0
59	1	22365	160188	0
60	1	3724	165868	0
61	1	3435	166884	0
62	1	2753	167828	0
63	1	9812	168604	0
64	1	6971	171144	0
65	1	14644	172972	0
66	1	6212	176724	0
67	1	4104	178364	0
68	1	4216	179476	0
69	1	2331	180616	0
70	1	2888	181284	0
71	1	2801	182092	0
72	1	7959	182880	0
73	1	16101	184956	0
74	1	25006	189072	0
75	1	5594	195412	0
76	1	2594	196896	0
77	1	3505	197632	0
78	1	3423	198596	0
79	1	5595	199536	0
80	1	7417	201020	0
81	1	9044	202960	0
82	1	4416	205308	0
83	1	3703	206496	0
84	1	11519	207508	0
85	1	3135	210476	0
86	1	14050	211344	0
87	1	3729	214948	0
88	1	28172	215972	0
89	1	22830	223104	0
90	1	15373	228900	0
91	1	2278	232832	0
92	1	19885	233492	0
93	1	12805	238552	0
94	1	9308	241844	0
95	1	1076	244260	0
96	1	2638	244620	0
97	1	28742	245368	0
98	1	21023	252644	0
99	1	4580	257988	0
100	1	6431	259224	0
101	1	1071	260920	0
102	1	29742	261276	0
103	1	19679	268800	0
104	1	28490	273808	0
105	1	3811	281020	0
106	1	2031	282064	0
107	1	10605	282660	0
108	1	22067	285400	0
109	1	2422	291008	0
110	1	13822	291704	0
111	1	7090	295248	0
112	1	2821	297112	0
113	1	17333	297908	0
114	1	11081	302332	0
115	1	5970	305192	0
116	1	15004	306776	0
117	1	6653	310616	0
118	1	14568	312368	0
119	1	2602	316100	0
120	1	2989	316840	0
121	1	4836	317676	0
122	1	2651	318976	0
123	1	6044	319728	0
124	1	5843	321328	0
125	1	3262	322880	0
126	1	12165	323784	0
127	1	14743	326916	0
128	1	2237	330692	0
129	1	2101	331340	0
130	1	3211	331956	0
131	1	32722	332848	0
132	1	12961	341120	0
133	1	8202	344452	0
134	1	5917	346592	0
135	1	9249	348160	0
136	1	1619	350564	0
137	1	11418	351060	0
138	1	2289	354004	0
139	1	8572	354668	0
140	1	2874	356900	0
141	1	26311	357708	0
142	1	58609	364376	0
143	1	6065	379120	0
144	1	9976	380728	0
145	1	7438	383312	0
146	1	12097	385260	0
147	1	13439	388376	0
148	1	2208	391824	0
149	1	1395	392464	0
150	1	13202	392904	0
151	1	13823	396296	0
152	1	11845	399840	0
153	1	7048	402892	0
154	1	4510	404744	0
155	1	2256	405960	0
156	1	5007	406612	0
157	1	30223	407952	0
158	1	10553	415596	0
159	1	2441	418324	0
160	1	4070	419024	0
161	1	17861	420132	0
162	1	3930	424688	0
163	1	3407	425760	0
164	1	10311	426700	0
165	1	12709	429368	0
166	1	21289	432636	0
167	1	8041	438048	0
168	1	14227	440148	0
169	1	22830	443796	0
170	1	4095	449592	0
171	1	19398	450704	0
172	1	5909	455644	0
173	1	6261	457212	0
174	1	41390	458868	0
175	1	2405	469304	0
176	1	7743	469996	0
177	1	2489	472020	0
178	1	5335	472732	0
179	1	2658	474156	0
180	1	1455	474912	0
181	1	36198	475364	0
182	1	1239	484504	0
183	1	4074	484904	0
184	1	11557	486012	0
185	1	7075	488992	0
186	1	9427	490852	0
187	1	4427	493300	0
188	1	3069	494496	0
189	1	6772	495352	0
190	1	5059	497136	0
191	1	1526	498492	0
192	1	17413	498964	0
193	1	8951	503408	0
194	1	10020	505736	0
195	1	14608	508332	0
196	1	40565	512072	0
197	1	19918	522304	0
198	1	2660	527372	0
199	1	8562	528128	0
200	1	14169	530360	0
201	1	2497	533992	0
202	1	26617	534708	0
203	1	35909	541452	0
204	1	7824	550520	0
205	1	9667	552564	0
206	1	6771	555072	0
207	1	2056	556856	0
208	1	13148	557460	0
209	1	4516	560836	0
210	1	3353	562056	0
211	1	9708	562984	0
212	1	11657	565500	0
213	1	23198	568504	0
214	1	4275	574392	0
215	1	2708	575552	0
216	1	2194	576320	0
217	1	8483	576960	0
218	1	4382	579172	0
219	1	1843	580356	0
220	1	41634	580908	0
221	1	19584	591408	0
222	1	11997	596392	0
223	1	4836	599480	0
224	1	1374	600780	0
225	1	5650	601212	0
226	1	7885	602716	0
227	1	4811	604776	0
228	1	11121	606068	0
229	1	3299	608940	0
230	1	12426	609856	0
231	1	1292	613052	0
232	1	7891	613464	0
233	1	3019	615528	0
234	1	1023	616372	0
235	1	8592	616716	0
236	1	4027	618952	0
237	1	1291	620048	0
238	1	2825	620460	0
239	1	7775	621256	0
240	1	6488	623288	0
241	1	2437	625000	0
242	1	4035	625700	0
243	1	24013	626800	0
244	1	1812	632892	0
245	1	2556	633436	0
246	1	2518	634164	0
247	1	28430	634884	0
248	1	5084	642080	0
249	1	3486	643440	0
250	1	6574	644400	0
251	1	3809	646132	0
252	1	8656	647176	0
253	1	4778	649428	0
254	1	4405	650712	0
255	1	7604	651904	0
256	1	2328	653896	0
257	1	4069	654568	0
258	1	17144	655676	0
259	1	9687	660052	0
260	1	1176	662564	0
261	1	12579	662948	0
262	1	9210	666184	0
263	1	17653	668576	0
264	1	15032	673080	0
265	1	2612	676928	0
266	1	1602	677672	0
267	1	9135	678164	0
268	1	10647	680536	0
269	1	14430	683288	0
270	1	22467	686984	0
271	1	4424	692692	0
272	1	21648	693888	0
273	1	28686	699388	0
274	1	3671	706648	0
275	1	2408	707656	0
276	1	30843	708348	0
277	1	65020	716148	0
278	1	8267	732492	0
279	1	13208	734648	0
280	1	2668	738040	0
281	1	4624	738796	0
282	1	3480	740040	0
283	1	3086	741000	0
284	1	3036	741860	0
285	1	3549	742708	0
286	1	10204	743684	0
287	1	33505	746324	0
288	1	15468	754792	0
289	1	2687	758748	0
290	1	12822	759508	0
291	1	7536	762804	0
292	1	20095	764776	0
293	1	2927	769888	0
294	1	8346	770708	0
